episode,reward
0,0.0
1,0.0
2,0.0
3,6.783999999999999
4,0.0
5,43.50000000000001
6,2.4440000000000017
7,0.0
8,0.0
9,15.406000000000002
10,0.0
11,0.0
12,0.0
13,0.37200000000000033
14,0.3500000000000002
15,15.411999999999999
16,7.920000000000002
17,0.0
18,0.0
19,17.828000000000007
20,11.452
21,0.030000000000000027
22,0.0
23,0.0
24,10.494000000000003
25,0.0
26,18.874000000000002
27,75.27
28,60.662000000000035
29,0.0
30,0.0
31,0.0
32,1.1320000000000001
33,0.7300000000000006
34,0.0
35,31.841999999999995
36,49.08999999999998
37,0.0
38,0.0
39,0.0
40,29.842000000000013
41,0.0
42,0.0
43,0.0
44,4.240000000000001
45,0.0
46,0.0
47,64.182
48,0.986
49,0.0
50,15.862000000000002
51,0.0
52,20.905999999999988
53,0.0
54,0.0
55,0.0
56,0.0
57,3.404000000000001
58,37.123999999999995
59,0.0
60,0.0
61,0.0
62,0.0
63,26.225999999999996
64,0.0
65,0.0
66,16.488
67,0.0
68,6.035999999999996
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,25.828
80,0.0
81,0.0
82,15.776000000000003
83,22.478
84,0.0
85,91.24400000000003
86,0.0
87,0.0
88,0.0
89,0.13600000000000012
90,0.0
91,0.0
92,11.805999999999997
93,62.298
94,0.0
95,0.014000000000000012
96,0.0
97,0.0
98,0.7060000000000006
99,1.866
100,55.66200000000002
101,30.447999999999997
102,0.0040000000000000036
103,0.0
104,0.0
105,0.0
106,0.0
107,39.768000000000015
108,10.576
109,0.0
110,0.0
111,0.3180000000000003
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0020000000000000018
120,0.0
121,0.0
122,0.0
123,5.87
124,0.0
125,0.0
126,6.76
127,0.0
128,16.695999999999998
129,41.77199999999999
130,0.0
131,63.796
132,0.0
133,0.0
134,13.958
135,0.006000000000000005
136,1.878000000000001
137,6.296000000000004
138,5.991999999999999
139,0.0
140,76.05000000000001
141,0.0040000000000000036
142,0.07800000000000007
143,0.4440000000000004
144,0.0
145,0.0
146,0.0
147,2.3420000000000005
148,0.0
149,0.0
150,34.114000000000004
151,0.0
152,20.602000000000004
153,0.0
154,2.5440000000000005
155,0.0020000000000000018
156,0.0
157,57.125999999999976
158,0.0
159,0.0
160,0.0
161,50.382000000000005
162,0.02200000000000002
163,16.880000000000003
164,7.048000000000001
165,0.0
166,0.0
167,0.0
168,81.75000000000001
169,34.065999999999995
170,57.64200000000001
171,0.0
172,0.0
173,0.0
174,57.15799999999997
175,0.0
176,16.002000000000006
177,3.5360000000000005
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,26.231999999999992
184,0.0
185,0.0
186,0.0
187,11.394000000000007
188,0.0
189,0.010000000000000009
190,0.0
191,0.0
192,0.038000000000000034
193,0.0
194,4.85
195,0.0
196,0.0
197,23.353999999999996
198,0.0
199,0.02400000000000002
200,0.0
201,32.245999999999995
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.03200000000000003
209,18.376000000000005
210,0.0
211,0.0
212,19.951999999999988
213,30.353999999999996
214,0.0
215,0.0
216,0.0
217,0.5760000000000005
218,1.2880000000000003
219,8.668
220,8.002000000000002
221,42.512000000000015
222,0.0
223,0.0
224,0.0
225,56.95200000000002
226,0.0
227,1.6979999999999997
228,78.38000000000002
229,6.635999999999999
230,0.0
231,0.0
232,1.0300000000000007
233,0.0
234,0.0
235,13.363999999999999
236,0.0
237,0.0
238,6.6660000000000075
239,0.010000000000000009
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,16.848
247,0.0
248,0.0
249,0.0
250,44.044000000000025
251,0.0
252,0.6380000000000006
253,0.0
254,0.0
255,2.956000000000003
256,11.713999999999997
257,1.1700000000000002
258,0.0
259,0.0
260,0.15200000000000014
261,0.0
262,0.0
263,0.7820000000000007
264,0.0
265,0.0
266,34.86800000000001
267,0.0
268,2.3480000000000016
269,17.245999999999995
270,0.0
271,13.534000000000006
272,0.0
273,14.133999999999997
274,80.00999999999998
275,43.74199999999999
276,0.0
277,0.0
278,9.444000000000003
279,0.0
280,0.0
281,21.672000000000008
282,0.04400000000000004
283,0.0
284,0.0
285,0.0
286,0.0
287,16.498
288,5.622000000000001
289,1.062000000000001
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,37.06000000000001
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,16.134
304,25.861999999999995
305,8.62
306,2.708
307,11.975999999999997
308,5.472
309,6.146
310,0.016000000000000014
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,9.124
318,14.213999999999999
319,0.4320000000000004
320,0.0
321,0.0
322,0.0
323,4.097999999999999
324,0.0
325,13.256000000000002
326,13.987999999999998
327,0.0
328,0.0
329,0.0
330,0.0
331,38.872
332,0.0
333,15.034
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.04200000000000004
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,48.145999999999994
352,0.0
353,0.0
354,45.156
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,1.3600000000000012
363,0.0
364,72.16599999999998
365,0.0
366,0.0
367,21.32
368,0.0
369,0.0
370,0.0
371,50.949999999999996
372,0.0
373,0.0
374,0.0
375,0.0
376,1.6879999999999997
377,0.12200000000000011
378,0.0
379,0.0
380,0.0
381,0.20800000000000018
382,0.0
383,0.0
384,2.832
385,0.0
386,0.0
387,1.6500000000000004
388,0.0
389,0.0
390,13.297999999999998
391,0.0
392,17.832
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,2.0340000000000016
401,0.0
402,0.0
403,0.0
404,20.61
405,2.1260000000000012
406,0.5300000000000005
407,0.0
408,12.693999999999999
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,14.04
415,0.0
416,40.108
417,0.0
418,0.0
419,0.0
420,0.0
421,4.9159999999999995
422,0.0
423,0.0
424,0.0
425,4.544
426,21.241999999999994
427,0.0
428,6.964
429,0.0
430,0.038000000000000034
431,0.0
432,2.120000000000001
433,0.0
434,0.0
435,1.3320000000000007
436,0.0
437,0.0
438,66.55200000000002
439,0.062000000000000055
440,76.14800000000001
441,0.0
442,0.0
443,0.0
444,0.0
445,5.1019999999999985
446,0.0
447,4.164
448,73.29
449,46.353999999999985
450,0.0
451,0.13800000000000012
452,0.0
453,30.866
454,0.0
455,17.724
456,0.0
457,0.0
458,0.0
459,48.715999999999994
460,0.0
461,0.0
462,19.767999999999997
463,0.0
464,0.0
465,0.28800000000000026
466,0.0
