episode,reward
467,0.15400000000000014
468,11.197999999999997
469,67.90999999999998
470,9.18
471,0.0
472,0.0
473,5.7020000000000035
474,0.0
475,17.072
476,0.0
477,0.0
478,67.00600000000001
479,0.0
480,0.0
481,11.820000000000007
482,0.0
483,0.0
484,0.0
485,65.19399999999999
486,83.55600000000005
487,0.0
488,0.0
489,2.5260000000000007
490,0.0
491,0.0
492,40.83
493,0.18200000000000016
494,0.7520000000000007
495,0.0
496,13.126000000000005
497,0.018000000000000016
498,0.0
499,0.0
500,0.0
501,41.913999999999994
502,2.4780000000000006
503,61.494000000000014
504,0.0
505,0.3140000000000003
506,0.0
507,0.040000000000000036
508,0.0040000000000000036
509,0.0
510,0.0
511,10.794
512,0.0
513,0.0
514,28.305999999999987
515,0.0
516,0.0
517,50.64200000000001
518,0.0
519,9.004
520,0.0
521,18.269999999999992
522,0.014000000000000012
523,0.0
524,0.0
525,29.448000000000004
526,0.0
527,0.0
528,0.0
529,0.0
530,15.842
531,0.0
532,33.834
533,0.0
534,0.0
535,0.0
536,26.269999999999996
537,0.0
538,0.0
539,0.0
540,0.0
541,0.0
542,0.0
543,0.0
544,0.0
545,0.0040000000000000036
546,0.0
547,0.0
548,14.71
549,0.0
550,0.0
551,5.925999999999999
552,0.0
553,0.0
554,6.466000000000001
555,0.0
556,0.0
557,0.97
558,0.0
559,0.0
560,12.021999999999998
561,0.28800000000000026
562,14.599999999999998
563,0.0
564,0.0
565,0.0
566,0.0
567,0.0
568,0.04200000000000004
569,0.15000000000000013
570,0.0
571,80.50400000000003
572,0.0
573,25.907999999999998
574,0.0
575,0.0
576,0.0
577,0.0
578,0.24800000000000022
579,10.920000000000007
580,0.8180000000000001
581,22.124
582,69.276
583,0.0
584,0.0
585,78.93200000000002
586,0.0
587,0.2560000000000002
588,0.0
589,44.03800000000001
590,22.610000000000007
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,21.897999999999993
597,0.0
598,0.0
599,23.643999999999995
600,0.0
601,0.0
602,14.094
603,0.0
604,2.0139999999999993
605,0.0
606,0.0
607,0.0
608,2.0300000000000002
609,0.0
610,0.0
611,0.956
612,2.44
613,0.0
614,0.0
615,0.0
616,75.44200000000001
617,0.0
618,0.0
619,46.79600000000001
620,0.0
621,0.8340000000000007
622,0.0
623,3.3739999999999997
624,0.0
625,0.014000000000000012
626,0.0
627,0.0
628,23.406
629,0.0
630,37.93999999999999
631,0.0
632,8.795999999999996
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,20.471999999999998
644,0.0
645,0.0
646,0.0
647,0.0
648,26.441999999999993
649,0.0
650,0.0
651,0.0
652,12.400000000000004
653,1.078
654,0.0
655,32.072
656,0.0
657,0.0
658,0.0
659,0.18000000000000016
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.39400000000000035
668,0.0
669,0.0
670,0.0
671,46.892
672,26.505999999999993
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,10.009999999999996
682,74.76599999999999
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,1.4
689,0.0
690,0.04600000000000004
691,15.052
692,0.0
693,0.0
694,0.0
695,0.0
696,44.45400000000001
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,74.71199999999999
708,42.848
709,9.98
710,0.0
711,0.0
712,5.808
713,15.415999999999999
714,0.018000000000000016
715,2.1279999999999997
716,0.0
717,0.0
718,0.0
719,82.38800000000002
720,10.671999999999999
721,0.0
722,0.0
723,64.848
724,0.9260000000000008
725,0.0
726,0.0
727,2.0700000000000003
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0040000000000000036
734,0.0040000000000000036
735,3.4220000000000015
736,0.0
737,71.34800000000001
738,0.0
739,0.0
740,0.0
741,0.2140000000000002
742,0.0
743,0.0020000000000000018
744,8.764
745,17.867999999999995
746,0.0
747,0.0
748,30.270000000000007
749,76.79200000000002
750,0.0
751,4.586
752,0.0
753,0.5240000000000005
754,0.0
755,34.504
756,0.0
757,0.0
758,0.0020000000000000018
759,27.885999999999996
760,0.0
761,0.0
762,0.02200000000000002
763,0.0
764,0.0
765,0.0
766,3.7460000000000013
767,32.911999999999985
768,34.03799999999998
769,0.006000000000000005
770,0.0
771,0.0
772,0.0
773,2.008
774,73.34799999999997
775,0.0
776,0.0
777,0.0
778,13.424000000000003
779,0.0
780,0.0
781,0.0
782,47.756
783,0.0
784,0.0
785,0.0
786,0.0
787,13.860000000000005
788,0.0
789,25.942
790,0.4400000000000003
791,3.788
792,12.678
793,2.6240000000000014
794,52.79600000000001
795,43.09800000000003
796,0.0
797,6.618000000000001
798,0.0
799,0.0
800,7.344
801,0.0
802,0.006000000000000005
803,0.0
804,0.0
805,0.7580000000000007
806,3.766
807,0.0
808,0.0
809,0.028000000000000025
810,0.0
811,0.0
812,0.0
813,0.0
814,0.10000000000000009
815,0.09600000000000009
816,0.0
817,0.0
818,46.822
819,0.0
820,0.0
821,0.0
822,22.389999999999997
823,25.816000000000003
824,0.0
825,2.304000000000001
826,3.9999999999999996
827,16.946
828,0.0
829,0.8000000000000007
830,0.0
831,0.0
832,0.0
833,6.350000000000001
834,73.94800000000001
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,35.18
841,0.0
842,0.0
843,0.0
844,18.872000000000003
845,0.0
846,73.70999999999998
847,20.439999999999998
848,1.4100000000000013
849,3.130000000000001
850,0.0
851,0.0
852,1.946
853,18.551999999999996
854,0.0
855,63.93600000000001
856,0.0
857,12.159999999999993
858,0.0
859,0.0
860,1.88
861,0.0
862,27.694
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,6.332
869,0.0
870,35.21599999999999
871,0.0
872,0.0
873,0.0
874,40.49400000000001
875,76.00200000000004
876,0.0
877,51.56800000000001
878,23.688000000000006
879,0.0
880,0.0
881,0.09200000000000008
882,0.0
883,14.389999999999999
884,0.0
885,0.0
886,0.0
887,21.661999999999995
888,25.171999999999993
889,0.0
890,15.522000000000006
891,0.018000000000000016
892,0.0
893,0.0
894,0.0
895,50.376
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,9.149999999999999
902,0.0
903,0.0
904,31.747999999999998
905,0.0
906,0.0
907,0.0
908,0.0
909,33.92600000000001
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,15.141999999999998
919,0.0
920,0.0
921,16.066000000000003
922,0.24400000000000022
923,0.0
924,0.0
925,0.0
926,4.104000000000001
927,0.0
928,0.0
929,0.0
930,2.208
931,0.0
932,34.182
933,4.152000000000002
934,2.884
935,0.0
936,0.006000000000000005
937,0.0
938,3.354
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,68.39
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,2.702000000000001
954,48.326
955,0.0
956,0.0020000000000000018
957,75.64000000000001
958,21.789999999999992
959,0.0
960,0.0
961,0.0
962,0.0
963,6.43
964,13.475999999999999
965,0.0
966,0.0
967,0.0
968,0.1200000000000001
969,0.0
970,0.0
971,0.0
972,89.59800000000001
973,0.0
974,5.798
975,0.0
976,34.82599999999998
977,0.0
978,15.548000000000002
979,20.312
980,62.731999999999985
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,4.559999999999999
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.008000000000000007
